category1,category2,rank,price,Publisher,ISBN10,ISBN13,ASIN,OtherRanks
" Pharmacology ",Cardiovascular,7,"$53.59 ","Saunders; 8 edition (December 4, 2012)",,," B005LB03C8","#826,515 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Pharmacology ",Cardiovascular,8,"$5.98 ","Lilac Pr; 1 edition (October 1, 1998)"," 0966256867"," 978-0966256864",,"#1,603,988 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,9,"$51.72 ","McGraw-Hill Professional; 2 edition (November 13, 2003)"," 0071373632"," 978-0071373630",,"#1,605,318 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,10,"$52.31 ","Wolfe Pub Ltd (May 1, 1994)"," 1563751607"," 978-1563751608",,"#3,758,593 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,11,"$59.99 ","Saunders; 6 edition (October 25, 2004)"," 0721628397"," 978-0721628394",,"#3,793,477 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,12,"$4.00 ","Saunders; 2 edition (July 24, 1996)"," 0721648142"," 978-0721648149",,"#3,968,737 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,13,"$0.99 ","Saunders; 5 edition (January 15, 2001)"," 0721687571"," 978-0721687575",,"#4,103,392 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,14,"$56.99 ","Saunders; 7 edition (December 1, 2011)",,," B006IT7SA2","#2,177,783 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Pharmacology ",Cardiovascular,15,"$13.61 ","Wiley-Blackwell; 1 edition (January 15, 1997)"," 0865425329"," 978-0865425323",,"#4,434,363 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,16,"$5.69 ","Prentice Hall (September 29, 2001)"," 0130305189"," 978-0130305183",,"#4,970,923 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,17,"$13.09 ","Butterworth-Heinemann; 1 edition (June 1, 2002)"," 0080441343"," 978-0080441344",,"#4,986,993 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,18,"$28.50 ","Wiley-Blackwell; 1 edition (January 15, 1997)"," 0865427224"," 978-0865427228",,"#6,116,553 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,19,"$0.99 ","CRC Press; 2 edition (October 18, 2002)"," 1420043803"," 978-1420043808"," 0824707958","#6,299,364 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,20,"$68.49 ","McGraw-Hill Professional; 2 edition (November 18, 2002)"," 0071369813",," B007PM5XFS","#6,866,902 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,21,"$4.92 ","Hanley & Belfus; 8th edition (July 1, 1998)"," 1560532718"," 978-1560532712",,"#6,868,304 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,22,"$241.02 ","Springer Verlag; 1 edition (June 1, 1990)"," 0387504273"," 978-0387504278",,"#6,931,225 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,23,"$70.61 ","Wiley-Interscience; Volume 3 edition (February 20, 2003)"," 0471370290"," 978-0471370291",,"#7,030,978 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,24,"$19.95 ","Hanley & Belfus; 10 edition (May 27, 2000)"," 1560534222"," 978-1560534228",,"#7,055,288 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,25,"$111.73 ","Springer; 1993 edition (July 18, 1997)"," 3540566988"," 978-3540566984",,"#7,133,852 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,26,"$97.74 ","Elsevier; 1 edition (July 7, 2008)"," 044451757X"," 978-0444517579",,"#7,367,338 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,27,"$94.99 ","CRC Press; 1 edition (December 19, 1990)"," 0849347246"," 978-0849347245",,"#7,776,030 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,28,"$377.00 ","Springer Verlag; 1 edition (February 1, 1989)"," 0387192395"," 978-0387192390",,"#7,870,466 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,29,"$99.00 ","Springer; Softcover reprint of the original 1st ed. 1995 edition (June 30, 1995)"," 0792335163"," 978-0792335160",,"#8,278,361 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,30,"$7.50 ","Futura Pub Co; illustrated edition edition (March 1, 1987)"," 0879932937"," 978-0879932930",,"#8,292,804 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,31,"$509.00 ","CRC Press; 1 edition (December 31, 1989)"," 0849366569"," 978-0849366567",,"#8,325,520 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,32,"$2.96 ","W B Saunders Co; 4th edition (October 1994)"," 0721659438"," 978-0721659435",,"#8,348,604 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,33,"$150.80 ","Lea & Febiger (April 1, 1993)"," 0812116712"," 978-0812116717",,"#8,423,730 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,34,"$93.37 ","Springer; Softcover reprint of the original 1st ed. 1987 edition (January 1, 1987)"," 0412265400"," 978-0412265402",,"#8,426,773 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,35,"$300.00 ","CRC Press; 1 edition (December 5, 1995)"," 0849376912"," 978-0849376917",,"#8,807,917 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,36,,"S. Karger; 1 edition (September 22, 1993)"," 3805558740"," 978-3805558747",,"#8,908,776 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,37,"$25.99 ","Jones & Bartlett Pub; 3rd edition (March 1, 1993)"," 0867206454"," 978-0867206456",,"#8,926,894 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,38,"$289.00 ","Springer; 1993 edition (March 31, 1993)"," 0792321995"," 978-0792321996",,"#8,932,956 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,39,"$79.75 ","Marcel Dekker Inc; First Edition edition (June 1, 1989)"," 0824781473"," 978-0824781477",,"#9,376,148 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,40,"$249.00 ","Springer; 1988 edition (September 1, 1988)"," 0306429969"," 978-0306429965",,"#9,809,448 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,41,"$29.00 ","Raven Pr; illustrated edition edition (November 1, 1987)"," 0881671797"," 978-0881671797",,"#9,990,190 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,42,"$1,059.19 ","McGraw-Hill Professional; 2 edition (May 5, 2003)"," 0071426515"," 978-0071426510",,"#10,272,963 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,43,"$33.50 ","CRC Press; 1 edition (March 31, 1988)"," 0849346088"," 978-0849346088",,"#10,309,909 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,44,"$2.52 ","Futura Pub Co; illustrated edition edition (November 1, 1989)"," 0879933798"," 978-0879933791",,"#10,380,150 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,45,"$35.14 ","CRC Press; 3 edition (December 5, 2003)"," 0824756258"," 978-0824756253",,"#10,410,411 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,46,"$14.37 ","Marcel Dekker Inc; 1st edition (April 1, 1987)"," 0824776666"," 978-0824776664",,"#10,643,913 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,47,"$16.74 ","Lippincott Williams & Wilkins (June 1, 1998)"," 039758783X"," 978-0397587834",,"#10,809,435 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,48,"$175.00 ","S. Karger; 1 edition (April 8, 1988)"," 3805546750"," 978-3805546751",,"#10,809,728 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,49,"$202.76 ","Springer; 1997 edition (July 15, 1997)"," 0412132710"," 978-0412132711",,"#11,007,185 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,50,"$42.40 ","Springer Verlag; 1 edition (February 1, 1991)"," 0783541007"," 978-0387913612"," 0387913610","#11,030,387 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,51,"$135.63 ","McGraw-Hill Professional; 2 edition (November 18, 2002)"," 0071369813"," 978-0071369817",,"#11,458,827 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,52,"$8.50 ","Birkhäuser; 2002 edition (December 5, 2002)"," 376436307X"," 978-3764363079",,"#11,512,684 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,53,"$136.50 ","Wiley-Liss; 2 edition (December 20, 1994)"," 0471111953"," 978-0471111955",,"#11,523,249 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,54,"$159.89 ","Churchill Livingstone (April 1, 1994)"," 0443088144"," 978-0443088148",,"#11,550,444 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,55,"$36.13 ","CRC Press; 1 edition (July 19, 1991)"," 0824784499"," 978-0824784492",,"#11,625,822 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,56,"$289.00 ","Humana Press; 1988 edition (August 24, 1988)"," 0896031284"," 978-0896031289",,"#12,071,037 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,57,"$37.50 ","Raven Pr (June 1, 1988)"," 0881674087"," 978-0881674088",,"#12,093,694 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,58,"$25.42 ","Springer; 1992 edition (December 6, 2012)",,," B00FBDCYMI","#4,199,251 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Pharmacology ",Cardiovascular,59,"$7.15 ","Wiley-Liss; 1 edition (August 16, 1994)"," 0471076694"," 978-0471076698",,"#12,483,622 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,60,"$289.00 ","Springer; 1989 edition (November 30, 1988)"," 089838396X"," 978-0898383966",,"#12,640,130 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,61,"$89.09 ","Springer; Softcover reprint of the original 1st ed. 1995 edition (December 6, 2012)",,," B00FB9BNB0","#4,273,250 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Pharmacology ",Cardiovascular,62,"$90.06 ","Academic Press; 1 edition (November 4, 2010)"," 0123849039"," 978-0123849038",,"#12,852,059 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,63,"$9.69 ","CRC Press; 1 edition (February 7, 1995)"," 0824794125"," 978-0824794125",,"#12,868,665 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,64,"$8.50 ","Grune & Stratton (January 1, 1988)"," 0808918915"," 978-0808918912",,"#12,897,416 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,65,"$80.44 ","McGraw-Hill Companies (February 1, 1997)"," 0070224811"," 978-0070224810",,"#13,093,112 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,66,"$5.12 ","Saunders (March 22, 1999)"," 0721668674"," 978-0721668673",,"#13,131,904 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,67,"$25.59 ","Springer; 1 edition (December 31, 1990)"," 0792309685"," 978-0792309680",,"#13,227,887 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,68,"$8.31 ","W B Saunders Co; 3rd edition (March 1991)"," 0721632785"," 978-0721632780",,"#13,476,018 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,69,"$124.92 ","Springer; 1996 edition (December 6, 2012)",,," B00F5HSVYU","#4,511,417 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Pharmacology ",Cardiovascular,70,"$132.05 ","Springer; 1 edition (December 6, 2012)",,," B00FC6PFV6","#4,534,440 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Pharmacology ",Cardiovascular,71,"$132.05 ","Springer; 1 edition (December 6, 2012)",,," B00FC4OK5A","#4,545,820 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Pharmacology ",Cardiovascular,72,"$129.00 ","Springer; 1997 edition (September 10, 2012)",,," B00F5QBYFO","#4,551,746 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Pharmacology ",Cardiovascular,73,"$169.00 ","CRC Press; 1 edition (April 29, 1988)"," 082477843X"," 978-0824778439",,"#13,855,292 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,74,"$3.82 ","W B Saunders Co; Subsequent edition (June 1, 1992)"," 0702016454"," 978-0702016455",,"#14,117,356 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,75,"$74.00 ","Springer; 1996 edition (February 29, 1996)"," 0792338073"," 978-0792338079",,"#14,176,444 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,76,"$26.74 ","Springer; 1992 edition (March 31, 1992)"," 0792389638"," 978-0792389637",,"#14,531,998 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,77,"$20.54 ","Springer; 1 edition (February 28, 1990)"," 0792305027"," 978-0792305026",,"#14,548,096 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,78,"$38.85 ","Saunders; 1 edition (November 21, 2008)"," 1416062769"," 978-1416062769",,"#14,641,129 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,79,"$109.39 ","CRC Press; 1 edition (February 24, 1992)"," 0824784502"," 978-0824784508",,"#14,681,014 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,80,"$8.63 ","Futura Pub Co (January 1, 1994)"," 0879935669"," 978-0879935665",,"#14,740,940 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,81,"$145.00 ","Marcel Dekker Inc; 1 edition (January 1, 1994)"," 0824791746"," 978-0824791742",,"#14,876,870 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,82,"$378.00 ","CRC Press; 1 edition (June 6, 1994)"," 0849347629"," 978-0849347627",,"#15,243,680 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,83,"$9.79 ","Churchill Livingstone (August 29, 1994)"," 0443088969"," 978-0443088964",,"#15,275,953 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,84,"$5.72 ","Raven Pr; Subsequent edition (September 1, 1990)"," 0881676446"," 978-0881676440",,"#15,355,539 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,85,"$5.99 ","Pergamon Pr; 1st edition (March 1, 1989)"," 0080361536"," 978-0080361536",,"#15,482,216 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,86,"$25.38 ","W B Saunders Co (April 1, 1995)"," 0702019100"," 978-0702019104",,"#15,505,810 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,87,"$20.00 ","Williams & Wilkins (January 1, 1992)"," 0683041754"," 978-0683041750",,"#15,509,469 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,88,"$50.88 ","CRC Press; 1 edition (August 2, 1996)"," 0340552662"," 978-0340552667",,"#15,518,190 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,89,"$10.31 ","Hanley & Belfus; 9th edition (May 1, 1999)"," 1560533226"," 978-1560533221",,"#15,530,903 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,90,"$103.00 ","Springer Verlag; 1 edition (October 1, 1991)"," 0387542159"," 978-0387542157",,"#15,658,823 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,91,"$3.99 ","Advanced Therapeutic communications; Subsequent edition (September 1, 1988)"," 0911741437"," 978-0911741438",,"#15,763,579 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,92,"$5.00 ","Williams & Wilkins; Subsequent edition (June 1, 1996)"," 0683163132"," 978-0683163131",,"#15,779,916 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,93,"$9.35 ","Williams & Wilkins; Subsequent edition (September 1, 1988)"," 0683028200"," 978-0683028201",,"#15,865,834 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,94,"$82.00 ","Raven Pr; Illustrated edition edition (April 1, 1987)"," 0881672475"," 978-0881672473",,"#16,075,518 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,95,"$21.23 ","Wiley-Blackwell; 1st edition (December 15, 2000)"," 0865425639"," 978-0865425637",,"#16,092,995 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,96,"$18.90 ","Marcel Dekker Inc; 1st edition (March 15, 2000)"," 0824702719"," 978-0824702717",,"#16,095,632 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,97,"$42.00 ","Wiley; 1 edition (October 20, 1999)"," 0471970131"," 978-0471970132",,"#16,271,655 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,98,"$289.00 ","Springer; 1 edition (May 31, 1993)"," 0792322592"," 978-0792322597",,"#16,354,199 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,99,"$4.99 ","United States Pharmacopeial; Revised, Subsequent edition (November 1, 1993)"," 0913595756"," 978-0913595756",,"#16,388,833 in Books (See Top 100 in Books)"
" Pharmacology ",Cardiovascular,100,,"McGraw-Hill Companies (1997)",,," B000OFZRJK","#16,412,091 in Books (See Top 100 in Books)"
" Pharmacology ",Chemistry,1,"$84.06 ","Mosby; 10 edition (November 24, 2015)"," 032331659X"," 978-0323316590",,"#189,982 in Books (See Top 100 in Books)"
" Pharmacology ",Chemistry,2,"$40.00 ","Royal Society of Chemistry; 2nd edition (December 5, 2006)"," 0854048243"," 978-0854048243",,"#243,000 in Books (See Top 100 in Books)"
" Pharmacology ",Chemistry,3,"$83.58 ","CRC Press (September 29, 1998)"," 0849318882"," 978-0849318887",,"#284,164 in Books (See Top 100 in Books)"
" Pharmacology ",Chemistry,4,"$48.49 ","American Chemical Society; 1 edition (May 5, 1996)"," 0841232539"," 978-0841232532",,"#314,895 in Books (See Top 100 in Books)"
" Pharmacology ",Chemistry,5,"$2.02 ","Mosby; 9 edition (November 7, 2011)"," 0323077501"," 978-0323077507",,"#339,424 in Books (See Top 100 in Books)"
" Pharmacology ",Chemistry,6,"$130.00 ","Smithers Rapra Technology; 1 edition (December 21, 2011)"," 1847355625"," 978-1847355621",,"#341,012 in Books (See Top 100 in Books)"
" Pharmacology ",Chemistry,7,"$206.76 ","Marcel Dekker; 1 edition (November 19, 1990)"," 0824778960"," 978-0824778965",,"#354,968 in Books (See Top 100 in Books)"
" Pharmacology ",Chemistry,8,"$3.74 ","Mosby; 5 edition (October 15, 2009)"," 0323056385"," 978-0323056380",,"#367,573 in Books (See Top 100 in Books)"
" Pharmacology ",Chemistry,9,"$0.00 with Trial ","HighBridge, a division of Recorded Books",,," B00C7DXYHY",
" Pharmacology ",Chemistry,10,"$79.13 ","Academic Press; 3 edition (June 10, 2014)"," 0123820308"," 978-0123820303",,"#444,779 in Books (See Top 100 in Books)"
" Pharmacology ",Chemistry,11,"$63.00 ","Springer; 2015 edition (March 27, 2015)",,," B00VBEVHYM","#358,031 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Pharmacology ",Chemistry,12,"$60.76 ","Mosby; 10 edition (November 16, 2015)",,," B01BBMBAE0","#365,967 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Pharmacology ",Chemistry,13,"$105.69 ","Royal Society of Chemistry; 1 edition (October 31, 2017)"," 1782621423"," 978-1782621423",,"#469,994 in Books (See Top 100 in Books)"
" Pharmacology ",Chemistry,14,"$38.00 ","CRC Press; 2 edition (November 5, 1998)"," 0824793846"," 978-0824793845",,"#511,917 in Books (See Top 100 in Books)"
" Pharmacology ",Chemistry,15,"$47.39 ","Pearson; 1 edition (July 17, 2005)"," 0131147609"," 978-0131147607",,"#516,036 in Books (See Top 100 in Books)"
" Pharmacology ",Chemistry,16,"$138.11 ","CRC Press; 1 edition (June 12, 2017)"," 1138739219"," 978-1138739215",,"#517,382 in Books (See Top 100 in Books)"
" Pharmacology ",Chemistry,17,"$76.60 ","Elsevier; 1 edition (July 25, 2013)"," 0123971764"," 978-0123971760",,"#551,609 in Books (See Top 100 in Books)"
" Pharmacology ",Chemistry,18,"$3.76 ","McGraw-Hill Professional; 1 edition (December 11, 2008)"," 0071602844"," 978-0071602846",,"#603,344 in Books (See Top 100 in Books)"
" Pharmacology ",Chemistry,19,"$59.96 ","Academic Press; 1 edition (April 24, 2015)",,," B00WZ1AXHW","#449,410 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
